video_id,user_id,views,captions,subtitles,top_comments,likes,comment_count,shares,saved_count,viewer_retention_percentage,cluster,sent_label_majority,sent_score_avg,sent_score_final,quality_flag,engagement_rate,viral_coefficient,save_rate,quality_score_enhanced,norm_likes,norm_comment_count,norm_shares,norm_saved_count,norm_viewer_retention_percentage,norm_sent_score_avg,norm_engagement_rate,norm_viral_coefficient,norm_save_rate,video_score,category_total_score,video_money
2001,1,14055,"fps, gaming",Here’s a ranked gaming match with commentary on positioning and decision making.,"Not useful at all. | Too repetitive and unoriginal. | Disliked the presentation style. | Really boring, I didn't enjoy this. | Poor quality, needs improvement.",1195,94,89,194,37.2,2,negative,-0.8667080592364073,0.06664597038179637,True,0.09804340092493774,0.006332266097474209,0.013802917111348274,0.04958460196405651,0.4956680346557228,0.45695364238410596,1.0,0.6029411764705883,0.0,0.0,0.6347294247881966,0.8875529292701697,0.9059091874792166,0.41992674726556584,3.210853794040999,1285.3106508370217
2002,4,19998,"adventure, trip highlights","Join me as I explore a new city, sharing highlights and travel tips along the way.","High quality and well presented. | Great explanation, very helpful. | Amazing content, keep it up! | Loved this video! | This was super entertaining.",733,178,58,220,70.55,1,positive,0.9714829450473189,0.9857414725236595,True,0.04845484548454845,0.0029002900290029,0.011001100110011002,1.3908812177308836,0.26037735849056604,0.8333333333333333,0.28735632183908044,0.6285714285714286,0.9915574963609898,1.0,0.008913833545982682,0.141567695617743,0.6444411230525425,0.5707096712329517,8.141716455578218,688.8971015769065
2003,13,4213,"funny, internet humor",This video is packed with comedy skits and internet humor for a good time.,"Disliked the presentation style. | Not useful at all. | Really boring, I didn't enjoy this. | Poor quality, needs improvement. | Too repetitive and unoriginal.",220,27,16,54,64.61,7,negative,-0.8667080592364073,0.06664597038179637,False,0.062425824827913604,0.0037977688108236413,0.012817469736529788,0.08611992292735728,0.014693534844668399,0.0,0.03973509933774833,0.06910569105691054,1.0,0.0,0.1461564404941887,0.3150860004822545,0.8111296424972326,0.2507658753644072,5.973543504626462,412.56416671313156
2004,14,5992,"adventure, trip highlights",In this vlog I’m taking you with me on an adventure to discover amazing places.,"Interesting perspective. | This was okay overall. | Not bad, could be better. | Thanks for sharing. | I learned something new.",490,38,38,41,40.33,1,positive,0.8596485294401646,0.9298242647200823,False,0.09445927903871829,0.006341789052069426,0.006842456608811749,0.7499962519232184,0.14575471698113207,0.12626262626262627,0.17241379310344823,0.0603174603174603,0.11179039301310034,0.9391606120655933,0.5824738901042386,0.7758717919348617,0.1381710282080628,0.3471594390403612,8.141716455578218,419.05217905857194
2005,15,16155,"soccer workout, endurance",Let’s train together! Today I’m going through a soccer workout to build stamina.,"Not bad, could be better. | This was okay overall. | I learned something new. | Interesting perspective. | Thanks for sharing.",1058,78,87,132,65.68,3,positive,0.8596485294401646,0.9298242647200823,True,0.07570411637264005,0.005385329619312906,0.008170844939647167,1.2214171541363001,0.42352941176470593,0.4772727272727273,0.649122807017544,0.38823529411764707,0.9394823186292381,0.9391606120655933,0.14203179838120586,0.5204074655399608,0.302151483464949,0.5910881931753633,4.677771040066769,1241.8479437912895
2006,3,21523,"comedy, funny skit",I created this comedy sketch to brighten your day and make you smile.,"Amazing content, keep it up! | Great explanation, very helpful. | This was super entertaining. | High quality and well presented. | Loved this video!",2567,88,159,189,45.03,7,positive,0.9714829450473189,0.9857414725236595,True,0.1307438554104911,0.007387445988012824,0.008781303721600148,0.8877587701548079,1.0,0.4013157894736842,0.9867549668874174,0.6178861788617885,0.30220955096222396,1.0,0.9944250037242807,1.0,0.3857146324278575,0.760201354273376,5.973543504626462,1250.69584449729
2007,1,7194,"valorant, tips and tricks",Jump into the action with me as I play an FPS match and talk through strategies.,"Disliked the presentation style. | Not useful at all. | Too repetitive and unoriginal. | Really boring, I didn't enjoy this. | Poor quality, needs improvement.",814,57,34,72,44.65,9,negative,-0.8667080592364073,0.06664597038179637,False,0.12579927717542397,0.004726160689463442,0.010008340283569641,0.05951485155094416,0.1565752128666036,0.037837837837837826,0.0,0.0,0.1431213017751479,0.0,1.0,0.14544493981814166,0.5224815228225762,0.21316657305971098,3.969391103486893,527.7768178582548
2008,9,15975,"music cover, acoustic guitar",Watch this live music session where I share one of my favorite covers.,"Thanks for sharing. | Interesting perspective. | This was okay overall. | Not bad, could be better. | I learned something new.",698,142,71,155,63.04,8,positive,0.8596485294401646,0.9298242647200823,True,0.05702660406885759,0.0044444444444444444,0.00970266040688576,1.1723224329590796,0.16443987667009247,1.0,0.5978260869565218,0.5611510791366907,0.8157806753594117,0.9391606120655932,0.06847195406627149,0.4863373484860767,0.3712449514218575,0.579181585525801,4.214117947080811,1350.7132421834597
2009,7,20062,"tech review, pc setup",Join me as I dive into tech tips and highlight useful Windows shortcuts.,"High quality and well presented. | Great explanation, very helpful. | This was super entertaining. | Amazing content, keep it up! | Loved this video!",1667,155,77,265,62.51,6,positive,0.9714829450473189,0.9857414725236595,True,0.09465656464958629,0.0038381018841591066,0.013209051938989134,1.232373988949079,0.8887443070917372,1.0,0.6018518518518519,1.0,0.9875437913585052,1.0,0.613988533313759,0.3882251775892413,1.0,0.8525151283971727,3.8486190693268734,2612.3629281929966
2010,9,18664,"acoustic guitar, cover song",Sit back and enjoy as I perform an acoustic guitar cover of a popular song.,"Not useful at all. | Disliked the presentation style. | Too repetitive and unoriginal. | Really boring, I didn't enjoy this. | Poor quality, needs improvement.",1729,104,63,126,65.61,8,negative,-0.8667080592364073,0.06664597038179637,True,0.10158594084869267,0.003375482211744535,0.00675096442348907,0.0874528423349932,0.6942446043165467,0.6199999999999999,0.5108695652173914,0.3525179856115108,0.901705115346038,0.0,0.6291151608697771,0.21420683788860903,0.003772544660968175,0.5378940848244769,4.214117947080811,1254.426386165222
2011,1,11425,"valorant, clutch gameplay",Jump into the action with me as I play an FPS match and talk through strategies. (variant 2),"This was okay overall. | Interesting perspective. | I learned something new. | Not bad, could be better. | Thanks for sharing.",483,80,67,154,40.78,9,positive,0.8596485294401646,0.9298242647200823,False,0.05514223194748359,0.0058643326039387305,0.013479212253829321,0.7583646703056991,0.0,0.16216216216216217,0.2844827586206896,0.3596491228070176,0.0,0.9391606120655933,0.12361119619404455,0.4992354712297551,1.0,0.26500694915942036,3.969391103486893,656.1278456097579
2012,12,6229,"bible verse, reflection",Here’s a short Bible study where I reflect on scripture and pray with you.,"Not useful at all. | Disliked the presentation style. | Really boring, I didn't enjoy this. | Poor quality, needs improvement. | Too repetitive and unoriginal.",362,43,22,87,62.17,4,negative,-0.8667080592364073,0.06664597038179637,False,0.06855032910579548,0.0035318670733665114,0.013966928881040296,0.08286759957272562,0.0016844469399213643,0.12295081967213112,0.06410256410256408,0.17197452229299362,1.0,0.0,0.17972288079855475,0.1827835355490596,0.8980052296392449,0.27225306654499326,6.110213788826047,437.89649911875523
2013,2,15648,"bible study, scripture reading","Let’s open the Bible, read a few lines, and spend some quiet time in prayer.","High quality and well presented. | This was super entertaining. | Amazing content, keep it up! | Loved this video! | Great explanation, very helpful.",1478,150,112,90,52.44,4,positive,0.9714829450473189,0.9857414725236595,True,0.1111963190184049,0.007157464212678937,0.005751533742331288,1.033845656382814,0.6282987085906793,1.0,0.641025641025641,0.18152866242038213,0.622135922330097,1.0,0.8079488033137739,0.960089293298403,0.0,0.7201242062612099,6.110213788826047,1158.2601175232028
